,SV_0,SV_1,SV_2,SV_3,SV_4,SV_5,SV_6,SV_7,SV_8,SV_9,SV_10,year
28,"('machine-learning', 0.009790791006135682)","('regex', 0.00663316209211764)","('sql', 0.006608967123200385)","('html', 0.008033354380842064)","('scrapy', 0.003946109376207559)","('slice', 0.006105609091172288)","('tkinter-canvas', 0.002919332449627242)","('seaborn', 0.009645493893847765)","('html-parsing', 0.003077801741169221)","('file', 0.00483226726369874)","('pyinstaller', 0.004234178275563988)",2016
29,"('windows', 0.009386118415249691)","('nan', 0.006632177145395892)","('nginx', 0.006410980645205918)","('file', 0.007912196468520868)","('ipython', 0.0037952912398326565)","('sorting', 0.005640599894774274)","('pyqt5', 0.0027277168205660277)","('replace', 0.00866659972029536)","('dataframe', 0.003049790399095741)","('serialization', 0.004583353144559589)","('python-3.4', 0.004233679308068294)",2016
30,"('pip', 0.009377590937353833)","('date', 0.005865988322940072)","('templates', 0.006108198911284317)","('django-templates', 0.00760291376243858)","('openerp', 0.0037059386647785232)","('neural-network', 0.005477971264257537)","('pycharm', 0.0021690599035611748)","('if-statement', 0.00797107895062578)","('algorithm', 0.002989268032804606)","('postgresql', 0.00445836705667637)","('python-multithreading', 0.00396664930815791)",2016
31,"('django-rest-framework', 0.009290410051311303)","('ipython', 0.005845154107679638)","('merge', 0.005964819329953671)","('subprocess', 0.0071311400716685324)","('google-app-engine', 0.003640407580805383)","('statistics', 0.005450883306734526)","('matlab', 0.0021617053897581154)","('count', 0.006954687387646148)","('email', 0.0028193285790976312)","('encoding', 0.004448888783842179)","('cx-freeze', 0.00384621187869167)",2016
32,"('javascript', 0.009077321450030795)","('multiple-columns', 0.005761614219001584)","('authentication', 0.005761756273303179)","('django-admin', 0.006979945981898005)","('list', 0.0034177088005060193)","('interpolation', 0.005178486736480768)","('opencv', 0.0019886354352102106)","('slice', 0.006603809048326471)","('php', 0.0027232637310599704)","('sorting', 0.004282606233003168)","('lambda', 0.0035315078827115633)",2016
33,"('multithreading', 0.009002314146035268)","('vectorization', 0.005376882598350501)","('sqlite', 0.0056632584281574964)","('multithreading', 0.006910478866481986)","('python-2.x', 0.0034039380215044996)","('django-models', 0.004833444692387692)","('python-3.x', 0.0019649638065877086)","('algorithm', 0.006496699842472611)","('xpath', 0.002604461883577525)","('ajax', 0.004126770880424511)","('csv', 0.003224612206549654)",2016
34,"('sqlalchemy', 0.00835412854076718)","('loops', 0.004797413278274792)","('angularjs', 0.005644265287715292)","('sorting', 0.006573114330909093)","('multiprocessing', 0.003379517743007484)","('histogram', 0.004489613251885244)","('linux', 0.0018438671039854387)","('itertools', 0.006481583432105101)","('utf-8', 0.0022954746814682673)","('database', 0.004027039612728822)","('linux', 0.002786196443994912)",2016
35,"('function', 0.008172286462148785)","('for-loop', 0.004372250468155689)","('serialization', 0.005597453482170171)","('oop', 0.006182373847603339)","('urllib2', 0.0032901981887720473)","('sympy', 0.004467188434345519)","('pip', 0.0017907000842715833)","('merge', 0.006198801864467114)","('encoding', 0.002244350193793882)","('utf-8', 0.0040100180176724145)","('replace', 0.0022998792490288083)",2016
36,"('pygame', 0.008108416643516555)","('function', 0.004355876018827347)","('multi-index', 0.0055545952502395034)","('tuples', 0.005967946617981297)","('odoo-8', 0.002958497789032601)","('django-rest-framework', 0.004306823406374516)","('time-series', 0.0017719873935462167)","('parsing', 0.006126521660185165)","('bash', 0.0022012796918349656)","('multiprocessing', 0.003674175761898552)","('animation', 0.0022282146083475868)",2016
37,"('loops', 0.007928287086715492)","('replace', 0.004068528208284261)","('css', 0.005090378240274499)","('python-requests', 0.005775270403341701)","('mysql', 0.0028441691915561153)","('seaborn', 0.004081012449883113)","('pyinstaller', 0.0017329832880709063)","('variables', 0.006110313299134353)","('bs4', 0.0021162503317698296)","('twitter', 0.003540165791391313)","('for-loop', 0.0022110897839296116)",2016
38,"('plot', 0.007684570050224787)","('slice', 0.003748794214615587)","('indexing', 0.005018044982724885)","('user-interface', 0.005728464461462493)","('sockets', 0.002797492009572471)","('anaconda', 0.003993595322516835)","('virtualenv', 0.0015443762029403029)","('lambda', 0.0059037440321843505)","('int', 0.0019424267575395054)","('sql', 0.0031500192651812042)","('sockets', 0.002207676814162841)",2016
39,"('web-scraping', 0.007625992723729149)","('lambda', 0.003398022763068326)","('orm', 0.0048392176003806036)","('web-scraping', 0.005519677618931236)","('django-models', 0.002699728575175011)","('scikit-image', 0.003865468988798249)","('data-science', 0.0012572933424702215)","('search', 0.005793389248285416)","('date', 0.0018959628973304157)","('pickle', 0.0030307789382383503)","('pygame', 0.0021194256990838684)",2016
40,"('algorithm', 0.007456454345648188)","('anaconda', 0.0033791253691313194)","('mod-wsgi', 0.004674099473901903)","('postgresql', 0.005492723381096035)","('import', 0.0026589732868634755)","('python-imaging-library', 0.0037845730973256504)","('text', 0.0012325006589258296)","('sum', 0.0057164029848657556)","('integer', 0.0018426581350575227)","('datetime', 0.0028680058671703423)","('object', 0.0020805326846955207)",2016
41,"('macos', 0.007224886799263527)","('hdf5', 0.003226018572464746)","('amazon-web-services', 0.004591692939378389)","('arrays', 0.005488734140650582)","('flask', 0.0026256364470453185)","('memory', 0.0037477933364226676)","('computer-vision', 0.0011665815188501944)","('counter', 0.005580374037936349)","('lxml', 0.0018026127624933886)","('counter', 0.0027927555524990873)","('inheritance', 0.001965986270167124)",2016
42,"('pyqt', 0.007128662872030465)","('multidimensional-array', 0.003188484445649445)","('time-series', 0.004462372787415125)","('loops', 0.005478284442734827)","('wxpython', 0.002597267705205563)","('deep-learning', 0.003597369676809981)","('cx-freeze', 0.0010961711883588781)","('printing', 0.0051575936240618354)","('twitter', 0.0017077413171502113)","('file-io', 0.002748067437042784)","('key', 0.001950111001288962)",2016
43,"('excel', 0.006993174502659032)","('append', 0.003145923395055045)","('excel', 0.004405934403014066)","('python-asyncio', 0.005407898366892422)","('ubuntu', 0.0025023267363120795)","('3d', 0.003472965352175723)","('conda', 0.0009898855144271428)","('duplicates', 0.0049976809128860185)","('css', 0.001462379945051701)","('php', 0.0026236458419114077)","('pyserial', 0.0017748368430086257)",2016
44,"('class', 0.006829541327159272)","('split', 0.003140835355880056)","('unit-testing', 0.004196231246353118)","('selenium', 0.005363229273154367)","('image-processing', 0.002426718306827441)","('for-loop', 0.00334636636802849)","('statistics', 0.0009463284059210509)","('object', 0.004831028123125347)","('character-encoding', 0.001311812558070613)","('hash', 0.0024695592254901496)","('raspberry-pi3', 0.0016943526096586856)",2016
45,"('file', 0.006755914819482894)","('duplicates', 0.003096836210674281)","('series', 0.003824266163509647)","('list-comprehension', 0.005324141443420583)","('encoding', 0.002422527561145621)","('floating-point', 0.0027038045226752258)","('ubuntu', 0.0009210085409122832)","('filter', 0.004734073625645819)","('web-crawler', 0.0013075181445506149)","('apache-spark', 0.0024190400373601175)","('global-variables', 0.001653428459660467)",2016
46,"('python-requests', 0.006728132625604219)","('join', 0.003079012957902724)","('url', 0.0037128126357668053)","('xml', 0.005068704498044555)","('python-multiprocessing', 0.0023609136959618355)","('ctypes', 0.002697370153714453)","('ssh', 0.0008335838344675205)","('int', 0.004710630112398362)","('seaborn', 0.0012829404282728952)","('tweepy', 0.0023442468066297894)","('pickle', 0.0016293524230121925)",2016
47,"('postgresql', 0.0066762687225265386)","('jupyter-notebook', 0.0028571205951516293)","('virtualenv', 0.003661629693075086)","('anaconda', 0.00506474536896534)","('plot', 0.0023041525301148104)","('linear-regression', 0.002674740969341965)","('pivot-table', 0.0007978908468208772)","('while-loop', 0.0046988648198209556)","('django-urls', 0.001214159091957066)","('bigdata', 0.002257392607544709)","('python-2.x', 0.0016198232027735886)",2016
48,"('for-loop', 0.006578888345202789)","('data-science', 0.0028207293398190073)","('date', 0.0035200716580182615)","('forms', 0.005047392789097056)","('html', 0.0023010332257187007)","('matplotlib-basemap', 0.0026211003135103977)","('scikit-learn', 0.000758369425800595)","('text', 0.004669013800838315)","('python-requests', 0.0012057579897939178)","('django-rest-framework', 0.002205500503594026)","('wxpython', 0.0015949112587983598)",2016
49,"('sockets', 0.006531343873367743)","('statsmodels', 0.002761255197138724)","('email', 0.003393747892656762)","('python-import', 0.0050215799831264535)","('pyqt4', 0.0022129694500684534)","('computer-vision', 0.0025092002852161416)","('django-models', 0.000732162517845294)","('graph', 0.004597784824109228)","('loops', 0.001192570663829584)","('merge', 0.0020896601180919344)","('sql', 0.0015619081313412034)",2016
50,"('scrapy', 0.006530282515029864)","('python-3.5', 0.0027165481808095735)","('seaborn', 0.003066726592747749)","('urllib', 0.00498200557163581)","('performance', 0.002144442649966352)","('types', 0.002476905372417003)","('py2exe', 0.0007295713448730052)","('excel', 0.004568239590052016)","('text-files', 0.001155819028927695)","('matplotlib', 0.002088515801086417)","('colors', 0.001515404878348519)",2016
51,"('sorting', 0.006359426615836836)","('statistics', 0.0026039193339598447)","('testing', 0.0030206450407212356)","('if-statement', 0.004972873607931247)","('matrix', 0.002115106097590863)","('keras', 0.0023779619195860285)","('button', 0.0007047621777932425)","('data-structures', 0.004556932041988917)","('pdf', 0.0011489247586701774)","('pyspark', 0.0019900166548451627)","('import', 0.0014542350430208448)",2016
52,"('pycharm', 0.006252331605327312)","('histogram', 0.002555247426406056)","('pivot-table', 0.0029934403447459948)","('unit-testing', 0.004861982366603946)","('virtualenv', 0.0020407113466938496)","('animation', 0.002306417095886937)","('fft', 0.0006220533062207976)","('integer', 0.004161280861383658)","('mongodb', 0.0011359938924189656)","('urllib2', 0.0019836357509147888)","('pillow', 0.0013891943310976864)",2016
53,"('subprocess', 0.006235139695491168)","('optimization', 0.002487166485980262)","('gunicorn', 0.0029411687091706173)","('recursion', 0.004708487859810367)","('python-unittest', 0.002027511818837115)","('ipython', 0.0021466919637711025)","('cluster-analysis', 0.0006160397046231219)","('performance', 0.004036937534383274)","('slice', 0.0010628570314173502)","('text', 0.0018458943621042266)","('arguments', 0.001377857210647901)",2016
54,"('sqlite', 0.006230585013511201)","('if-statement', 0.002420723152416022)","('web', 0.0028700454301505926)","('sockets', 0.004483396079269768)","('utf-8', 0.0019722485917977144)","('binary', 0.002106046906406479)","('linear-regression', 0.0006015577607281611)","('range', 0.003984467055395512)","('validation', 0.001035549147269681)","('request', 0.0018026335303157018)","('file', 0.0013432513583815728)",2016
55,"('matrix', 0.006177086182697977)","('tuples', 0.002394158008373305)","('filter', 0.0028242878841829413)","('pyqt5', 0.004476177555929834)","('logging', 0.0019543656429220685)","('pickle', 0.002023546133628592)","('error-handling', 0.0005732563077518294)","('input', 0.003916254834111804)","('c#', 0.0008727996641549505)","('web-crawler', 0.0017709488311692318)","('django-models', 0.0012572659104181788)",2016
56,"('c++', 0.006170716358215391)","('sum', 0.0021503889270634556)","('nan', 0.002822190535746685)","('python-2.x', 0.004273474467182148)","('python-requests', 0.0019341175988030845)","('append', 0.002012681497466949)","('gtk3', 0.000570769498802153)","('animation', 0.0036507977180204876)","('if-statement', 0.0008596325936167722)","('post', 0.0017625458890322843)","('cmd', 0.0012570777532135663)",2016
57,"('xml', 0.0061446443094140294)","('iteration', 0.0020892230860640243)","('multiple-columns', 0.002575772208570878)","('sqlite', 0.004231402966081091)","('shell', 0.0018336097275433924)","('django-forms', 0.002007456268654319)","('pyside', 0.0005446115297959324)","('iterator', 0.0035470190029487)","('templates', 0.0008272973098752023)","('networkx', 0.0017453672471220087)","('time', 0.001243435016971729)",2016
58,"('apache-spark', 0.006033269204532343)","('json', 0.0019347306334190886)","('post', 0.0024656039220377073)","('pyqt', 0.004135259173122939)","('raspberry-pi', 0.0018053273647945676)","('regression', 0.001999580539801952)","('django-rest-framework', 0.0005417017071262628)","('histogram', 0.0033346690640413458)","('tweepy', 0.0008117569686030822)","('flask-wtforms', 0.0017432904051471595)","('methods', 0.001186798910420275)",2016
59,"('performance', 0.005988347280584708)","('parsing', 0.0018243214819823254)","('plot', 0.0024396613620551078)","('pyqt4', 0.00409755633834615)","('parsing', 0.0018003575610015497)","('loops', 0.0019352941518214557)","('date', 0.0005120254287279308)","('unicode', 0.002777821019330628)","('variables', 0.0007840991905093784)","('bash', 0.0017231124460916774)","('arduino', 0.0011806689139288557)",2016
60,"('kivy', 0.005962084451488963)","('jupyter', 0.0016872132659797037)","('caching', 0.002428455129334753)","('while-loop', 0.004022944003122007)","('datetime', 0.0017386621936062365)","('graph', 0.0019290049543000502)","('statsmodels', 0.0004988761423367682)","('matplotlib-basemap', 0.0027603640356240514)","('join', 0.0007817711091167861)","('urllib', 0.0016110552508852073)","('nested', 0.0010946433827620067)",2016
61,"('python-3.5', 0.005691458470055025)","('sparse-matrix', 0.0016643800636471)","('api', 0.0024037742941371417)","('selenium-webdriver', 0.003995327155655168)","('unit-testing', 0.0017132032533197325)","('parallel-processing', 0.0019233049619752523)","('svm', 0.00044833447534507005)","('generator', 0.0026574290328716626)","('count', 0.0007786803673637227)","('url', 0.0015898536859553758)","('input', 0.0010369462173268023)",2016
62,"('google-app-engine', 0.005535062696823021)","('xlsxwriter', 0.0016539131436936745)","('session', 0.00232388931412385)","('kivy', 0.0039809931269889545)","('scrapy-spider', 0.0017110626341824131)","('svm', 0.0018253800304616496)","('importerror', 0.00044215906392973246)","('hash', 0.002646766139379442)","('ansible', 0.000772547504957144)","('http', 0.001584704264593196)","('split', 0.0009623161224101224)",2016
63,"('pyspark', 0.005498333134856586)","('bigdata', 0.0016371464768721105)","('uwsgi', 0.0022468138224690966)","('virtualenv', 0.0038503444992812465)","('matlab', 0.0016676720255740726)","('io', 0.0017961666896380952)","('video', 0.00042525804076401643)","('3d', 0.0026079803797917907)","('jquery', 0.0007173900530970097)","('recursion', 0.0015637709653285366)","('pyqt4', 0.0008718482395267075)",2016
64,"('anaconda', 0.005328002860509191)","('memory', 0.001618572390192427)","('redis', 0.0021823514532993893)","('logging', 0.0038034425606300127)","('list-comprehension', 0.0016637837551063744)","('django-views', 0.001721711701221448)","('docker', 0.0003933106403829583)","('multidimensional-array', 0.0026077127409342643)","('file-io', 0.0007153145559666104)","('nlp', 0.0015217590691150064)","('memory', 0.0008465687106958468)",2016
65,"('parsing', 0.005272604790537844)","('count', 0.0015437943709627987)","('validation', 0.0021110873057670187)","('ipython', 0.003734834948407023)","('bash', 0.0016111699186059745)","('cluster-analysis', 0.001584034985236399)","('arduino', 0.0003724447645801142)","('memory', 0.0025923157444464563)","('io', 0.0006907996583017)","('matlab', 0.00145253255678688)","('qt', 0.0008362150293194821)",2016
66,"('unicode', 0.005198853616593091)","('bokeh', 0.0015240225734381955)","('elasticsearch', 0.0020707202767422965)","('scikit-learn', 0.0037064521277690565)","('pygame', 0.001561265013650781)","('django-templates', 0.0015729321288657754)","('django-forms', 0.0003679479102265095)","('return', 0.002431199614289326)","('iterator', 0.0006749937654412332)","('selenium', 0.0014252863141268335)","('validation', 0.0007844816400864327)",2016
67,"('multiprocessing', 0.004968325961411771)","('random', 0.001520610545397043)","('amazon-s3', 0.002064691244594019)","('algorithm', 0.0037036619889202482)","('lxml', 0.0015244228933091407)","('pip', 0.0015513515396837682)","('kivy', 0.0003567786734054604)","('colors', 0.002315426698586376)","('urllib2', 0.0006572939716835598)","('elasticsearch', 0.0014182342583882088)","('directory', 0.0007424421726476797)",2016
68,"('ipython', 0.004714802649991768)","('filter', 0.0014968783241295343)","('mongodb', 0.0019118448135396935)","('inheritance', 0.003684076180984826)","('module', 0.0015163792677044211)","('django-admin', 0.0013933515368965738)","('terminal', 0.0003442477300056866)","('jupyter-notebook', 0.002074169317248664)","('pymongo', 0.0006553931569111282)","('xpath', 0.0013963621508539274)","('module', 0.0007405800059385877)",2016
69,"('recursion', 0.0046321079236329)","('pyspark', 0.0014869673955272876)","('join', 0.0018132285161588358)","('python-3.4', 0.0036794877966357413)","('sql', 0.00146757981507487)","('jupyter-notebook', 0.0013657524864268222)","('django-views', 0.00033515988138582004)","('type-conversion', 0.0020741605955750505)","('type-conversion', 0.0006323810994118238)","('web', 0.0013708017093973087)","('indexing', 0.0007275925835381952)",2016
70,"('bash', 0.004613760883713621)","('regression', 0.0014327092722351948)","('wsgi', 0.001803921912357164)","('import', 0.0036653604372494726)","('email', 0.0014514014802582123)","('colors', 0.001362826599160284)","('interpolation', 0.00031524405521029955)","('matrix', 0.0020602638493963598)","('filter', 0.0006034541675991089)","('openpyxl', 0.0013480037561044212)","('printing', 0.0006846230737702774)",2016
71,"('raspberry-pi', 0.004585997509425318)","('type-conversion', 0.0013446465974365457)","('git', 0.001625337477659905)","('random', 0.003647983860082734)","('xpath', 0.0014475344978360177)","('hdf5', 0.00126137886029758)","('pyserial', 0.00031153056772746207)","('join', 0.0020573200923762478)","('urllib', 0.0005250711451179724)","('google-app-engine', 0.0013266212544336096)","('typeerror', 0.0006502261655184417)",2016
72,"('nltk', 0.004508338231750621)","('boolean', 0.0013077272547449067)","('docker', 0.0014627030524575685)","('javascript', 0.0036423011439093685)","('pycharm', 0.0014293162312313222)","('boolean', 0.0012553216247615647)","('time', 0.00031108351507709445)","('python-2.x', 0.002049151337791543)","('typeerror', 0.0005154110392045941)","('node.js', 0.0013021432729716695)","('search', 0.0006331729216671027)",2016
73,"('django-forms', 0.0044286294598409855)","('interpolation', 0.001292929130380977)","('facebook', 0.0014162754382218785)","('input', 0.0034651028517403547)","('python-import', 0.0013736837305703908)","('spyder', 0.0012116581576253503)","('gtk', 0.00031018878389027597)","('format', 0.0019032929749122215)","('indexing', 0.00047682654351117104)","('pymongo', 0.0012383295962960172)","('django-rest-framework', 0.0006067536873122479)",2016
74,"('indexing', 0.004418328449714511)","('openpyxl', 0.0012315150352074395)","('request', 0.0014097224773700553)","('django-queryset', 0.0033970619014866647)","('c++', 0.0013714770197109376)","('audio', 0.0012007165013749367)","('serial-port', 0.0003015691312550805)","('text-files', 0.001841832278071104)","('python-3.4', 0.00047431166441181077)","('lxml', 0.0012350904576680062)","('py2exe', 0.0005782682965178709)",2016
75,"('sql', 0.0043464641040965955)","('multiprocessing', 0.0012213227411165134)","('azure', 0.0013350080133864226)","('module', 0.0033925113317333664)","('theano', 0.0013336931512411302)","('networkx', 0.0011815158989311719)","('regression', 0.00027581359230230103)","('boolean', 0.001830920993162566)","('shell', 0.00045595445168686256)","('wtforms', 0.0012077444755889443)","('vectorization', 0.0005709097501334357)",2016
76,"('java', 0.004278187750799623)","('list-comprehension', 0.0012161612557312963)","('amazon-ec2', 0.0012659654504630358)","('parsing', 0.0033903907553030645)","('server', 0.001322031114512344)","('classification', 0.001181403990108528)","('image-processing', 0.0002752628132795182)","('python-3.5', 0.0017724260533925596)","('datetime', 0.0004552536575987468)","('date', 0.0011881600579718658)","('group-by', 0.0005617095126523967)",2016
77,"('mongodb', 0.004252844652687155)","('types', 0.0011728120646588229)","('cookies', 0.001261924770148081)","('celery', 0.003261645086536554)","('inheritance', 0.0012919376940560587)","('type-conversion', 0.0011260783089543816)","('django-admin', 0.0002668253374898964)","('networkx', 0.0017693145497883046)","('floating-point', 0.00044351681103428327)","('scrapy-spider', 0.0011529986098256003)","('networking', 0.0005555039267004574)",2016
78,"('ubuntu', 0.004235060014525551)","('nltk', 0.0011629047070481453)","('duplicates', 0.0012580380302322947)","('generator', 0.0032426868253088437)","('keras', 0.0012908381387275263)","('list-comprehension', 0.0010975030547885805)","('python-3.4', 0.0002461662531942103)","('multiple-columns', 0.0017442434110631897)","('binary', 0.0004385975771849176)","('python-multiprocessing', 0.0011506100013420795)","('return', 0.0005543479317441618)",2016
79,"('unit-testing', 0.004172437295368247)","('floating-point', 0.0011557496117984897)","('hdf5', 0.0011300902901510918)","('variables', 0.00321413453424499)","('image', 0.0012755534716020138)","('data-structures', 0.001016089815717799)","('install', 0.00022759617246507878)","('typeerror', 0.0016867030148436906)","('web', 0.00042929734555838934)","('python-3.5', 0.0011434925984429856)","('raspberry-pi2', 0.0005460010570311932)",2016
80,"('tuples', 0.0040794611759714765)","('io', 0.0010756730453599294)","('sql-server', 0.001129605807089353)","('math', 0.0032015996765093597)","('ssh', 0.0012497059251336529)","('conv-neural-network', 0.0010147191979340351)","('django-templates', 0.00022586990276566088)","('xml', 0.0016808406262037374)","('list-comprehension', 0.0004189031940301949)","('logging', 0.0011240565476840075)","('django-forms', 0.0005068616969209124)",2016
81,"('image', 0.004039500978890195)","('pickle', 0.0010732819504070167)","('websocket', 0.0011261117130473349)","('utf-8', 0.0031131850397676845)","('importerror', 0.0012489013448333402)","('macos', 0.0010043911728394995)","('eclipse', 0.00020523687300221834)","('tree', 0.0016766215904938998)","('python-3.5', 0.0004106018588069288)","('memory', 0.0011239358622100624)","('excel', 0.00046426084275725567)",2016
82,"('django-views', 0.004031431341317226)","('math', 0.0010523477960084422)","('data-science', 0.00107256008494087)","('multiprocessing', 0.0030541116538766867)","('api', 0.001224841032728982)","('nan', 0.0009948303660449246)","('web', 0.0001801254083431251)","('arguments', 0.0015515293870537064)","('3d', 0.0003610476948066102)","('angularjs', 0.0011176538679648629)","('url', 0.00044371692496398245)",2016
83,"('database', 0.003999268490505343)","('sql', 0.0010522454718847052)","('pdf', 0.0010553676923412932)","('encoding', 0.0030507442562481605)","('java', 0.0012196905208256286)","('heroku', 0.0009925938597334346)","('audio', 0.0001727740045932887)","('io', 0.001544327278076279)","('matplotlib-basemap', 0.0003598865716595048)","('java', 0.001110858692454468)","('twisted', 0.0004360249996475847)",2016
84,"('selenium-webdriver', 0.003975852130155708)","('tkinter', 0.0010492213381568004)","('vectorization', 0.00090827203687362)","('jquery', 0.0030089098855856228)","('django-forms', 0.001196114641462841)","('tuples', 0.0009856481453625983)","('pickle', 0.00015842099556334513)","('python-3.4', 0.0014075462786051858)","('django-forms', 0.0003597146047651209)","('curl', 0.0010865358670434238)","('database', 0.00041069741419303904)",2016
85,"('amazon-web-services', 0.00395670421523894)","('nested', 0.0010456244874856267)","('statsmodels', 0.0008953430898462338)","('turtle-graphics', 0.002955666253438417)","('file', 0.001195214891117401)","('forms', 0.0009568623879364904)","('apache', 0.00015055591081092334)","('time', 0.001407511877254573)","('forms', 0.0003533477951026924)","('android', 0.0010750014727223152)","('unicode', 0.0004097775031624883)",2016
86,"('api', 0.003866708189010477)","('time', 0.0010231386518470187)","('pycharm', 0.000890831884588119)","('rest', 0.0029336942061626457)","('javascript', 0.0011945897855620417)","('iteration', 0.0009551997984849)","('scikit-image', 0.00013793283692021922)","('django-rest-framework', 0.0013682365738484023)","('http', 0.0003495269391271465)","('graph', 0.0010369381743179852)","('merge', 0.0004045424020839031)",2016
87,"('if-statement', 0.003819175009936579)","('graph', 0.0010171908783106062)","('performance', 0.0008641623018098407)","('ubuntu', 0.002922010736371271)","('py2exe', 0.0011908630471963032)","('boost', 0.0008871402906808667)","('module', 0.00012449261975758176)","('django-models', 0.0013572248963106728)","('histogram', 0.0003433945739568068)","('validation', 0.001032139913433545)","('if-statement', 0.0003863135485861185)",2016
88,"('pyqt4', 0.0037492206665571642)","('itertools', 0.0009749367841066798)","('replace', 0.0007899870140540752)","('printing', 0.0028265513483898283)","('sqlite', 0.0011540532246525348)","('django-queryset', 0.0008804449473434927)","('asynchronous', 0.0001094774698700747)","('pickle', 0.0013417501467930866)","('node.js', 0.0003174491055372932)","('bs4', 0.001018420880358929)","('text-files', 0.0003841211546960159)",2016
89,"('user-interface', 0.0037017989756950973)","('algorithm', 0.0009344866329238366)","('server', 0.0007711740974163152)","('apache', 0.002754693950220158)","('algorithm', 0.0011517600826106422)","('itertools', 0.0008731708013271275)","('classification', 9.544279691378218e-05)","('date', 0.0013022264288116755)","('unix', 0.0003047965558476586)","('ansible', 0.0010013524636074064)","('serial-port', 0.0003676900810882429)",2016
90,"('django-templates', 0.0036562431342032345)","('format', 0.0009271131107890873)","('sum', 0.0007672530928445355)","('nltk', 0.0027393307445976907)","('python-decorators', 0.0011469597756464647)","('pillow', 0.0008538373523065118)","('raspberry-pi', 9.0397606871051e-05)","('serialization', 0.001257865456949751)","('scrapy-spider', 0.00029470241945177245)","('pycharm', 0.0009888681349322639)","('video', 0.00033692542160809817)",2016
91,"('forms', 0.0036180436331671143)","('linear-regression', 0.0009146195739199283)","('google-app-engine', 0.0007587165859438591)","('pyinstaller', 0.002674355208023824)","('path', 0.0011042576106037208)","('set', 0.0008317403793854536)","('sympy', 5.853302037816448e-05)","('methods', 0.0012568216548147408)","('input', 0.0002822815692880865)","('inheritance', 0.0009762742939996589)","('multi-index', 0.00030952009298769066)",2016
92,"('celery', 0.003562013939826391)","('unicode', 0.0008810620590512059)","('jinja2', 0.0007573346196569742)","('tkinter-canvas', 0.0026664921046513066)","('excel', 0.0010764870195592616)","('python-3.5', 0.0008296808466277479)","('django-urls', 5.296745943265721e-05)","('django-templates', 0.0011632853136733586)","('append', 0.0002492750146249195)","('elementtree', 0.0009489506960347058)","('syntax', 0.00030711069880618)",2016
93,"('image-processing', 0.003534033933746563)","('python-2.x', 0.0008705614408226759)","('mocking', 0.0007508185303405349)","('python-multithreading', 0.002662960331396722)","('svm', 0.0010614923145413463)","('statsmodels', 0.0008139690788923148)","('python-import', 4.9206607940754503e-05)","('output', 0.001132826904894561)","('hash', 0.00024582657498713276)","('amazon-s3', 0.0009473335483119738)","('queue', 0.00030564680937847816)",2016
94,"('import', 0.003522256058444707)","('int', 0.0008642195315249719)","('inheritance', 0.0007449326839589568)","('python-multiprocessing', 0.002627636530993224)","('for-loop', 0.0010228316518076607)","('swig', 0.0007813385107953082)","('dll', 1.701237017999097e-05)","('mongodb', 0.0010852907961439694)","('ajax', 0.0002453830084994792)","('boto3', 0.0009024847516445597)","('eclipse', 0.0002986058443967433)",2016
95,"('qt', 0.0035184522206946813)","('set', 0.0008572399317977151)","('oracle', 0.0006739884292461247)","('heroku', 0.0026003045140038654)","('mysql-python', 0.0010188865735876488)","('conda', 0.0007751684694749333)","('python-multithreading', 1.4943765491522318e-05)","('file-io', 0.0010788913621671262)","('elementtree', 0.00024184185143542793)","('output', 0.0009016091367758725)","('hash', 0.00029833493654112474)",2016
96,"('shell', 0.0034809098884546934)","('matlab', 0.0008485143088753531)","('xlsxwriter', 0.0006654127249019111)","('split', 0.0024367633890989148)","('command-line', 0.0010158952872542971)","('range', 0.0007625322930375473)","('cron', 8.456277609921845e-06)","('mysql', 0.000979050555813208)","('for-loop', 0.0002414238174933924)","('xlsxwriter', 0.0008939235824171007)","('series', 0.0002890887509810259)",2016
97,"('random', 0.0034786561189475967)","('text', 0.0007885267932970512)","('slice', 0.0006600291581637519)","('ajax', 0.0024352185902782875)","('celery', 0.000998042058612334)","('object', 0.0007597055566130339)","('django-queryset', 4.1278855531334436e-07)","('global-variables', 0.0009683057526454808)","('duplicates', 0.00021791446638694863)","('lambda', 0.000886150086281796)","('set', 0.00028180208851256603)",2016
98,"('virtualenv', 0.00345754418751053)","('counter', 0.0007401039816062704)","('bokeh', 0.0006492015503579447)","('shell', 0.0023972777355828353)","('pyside', 0.0009761639227419106)","('text-files', 0.0006865372510562712)","('command-line', 1.9576843565469007e-05)","('binary', 0.0009348549270134893)","('xml-parsing', 0.00021350311842117584)","('data-structures', 0.0008749366629353103)","('terminal', 0.00025250071614401243)",2016
99,"('jupyter-notebook', 0.003435219012403015)","('iterator', 0.0007295322704971697)","('importerror', 0.0006254977023689529)","('performance', 0.002280904008619038)","('postgresql', 0.0009761187448467559)","('serialization', 0.0006856665753800413)","('mod-wsgi', 2.459441186488201e-05)","('floating-point', 0.0008398677489298588)","('series', 0.00020445942809117957)","('shell', 0.0008720737264294905)","('django-admin', 0.0002518898954299003)",2016
